site_id,regime,soil_moisture_frac,surface_elevation_cm,distance_to_water_m,vegetation_height_cm,canopy_cover_pct,greenness_index,plant_wetness_score,belowground_carbon_Mg_ha
S0908,wetland_saturated,0.623,64.13,61.03,27.96,43.85,0.4643,3.9,32.35
S0909,prairie_mesic,0.4051,92.53,71.43,72.98,69.98,0.585,3.1,64.74
S0910,wetland_saturated,0.917,62.9,6.87,116.89,80.92,0.7951,5.0,167.29
S0911,wetland_saturated,0.7503,56.25,0.0,82.27,60.82,0.6325,4.4,83.82
S0912,wetland_saturated,0.6383,75.11,34.45,30.42,41.15,0.4181,3.8,41.08
S0913,wetland_saturated,0.7651,55.25,27.38,75.73,51.15,0.6113,4.1,86.45
S0914,prairie_mesic,0.2921,83.32,64.95,65.26,51.12,0.3477,2.2,50.91
S0915,wetland_saturated,0.6524,81.91,2.23,75.55,55.64,0.5651,3.6,59.62
S0916,wetland_saturated,0.7702,69.48,45.57,81.22,59.23,0.4982,4.0,73.74
S0917,wetland_saturated,0.8732,50.76,4.85,116.18,93.47,0.7823,4.1,171.75
S0918,wetland_saturated,0.8757,67.59,0.0,87.75,84.78,0.7481,4.6,149.59
S0919,wetland_saturated,0.6521,52.55,51.9,68.2,58.94,0.575,4.2,59.42
S0920,wetland_saturated,0.6298,55.82,37.31,45.86,56.38,0.537,3.1,48.37
S0921,wetland_saturated,0.8196,72.21,0.0,98.71,76.15,0.8888,4.0,113.44
S0922,wetland_saturated,0.6684,39.97,36.82,55.85,66.49,0.5433,3.8,69.06
S0923,wetland_saturated,0.6864,71.71,65.24,55.12,63.26,0.5048,3.1,74.05
S0924,prairie_mesic,0.3397,86.24,82.9,79.53,49.59,0.4039,3.1,56.16
S0925,prairie_mesic,0.1762,100.4,87.49,52.21,46.5,0.4546,1.6,37.19
S0926,prairie_mesic,0.1041,127.54,112.74,12.34,30.06,0.148,1.1,11.92
S0927,prairie_mesic,0.149,126.61,113.67,16.12,27.37,0.2823,1.4,7.8
S0928,prairie_mesic,0.222,98.91,69.18,35.68,40.2,0.2955,1.3,30.24
S0929,prairie_mesic,0.2181,112.08,93.42,42.2,60.25,0.3635,1.6,33.68
S0930,wetland_saturated,0.6567,65.94,32.18,85.04,45.27,0.4888,3.7,45.24
S0931,wetland_saturated,0.7355,44.96,36.5,69.64,50.08,0.6459,3.5,56.38
S0932,wetland_saturated,0.8457,58.3,7.07,70.26,68.65,0.7057,3.5,100.63
S0933,wetland_saturated,0.622,90.52,59.55,31.56,39.13,0.3502,2.9,33.81
S0934,wetland_saturated,0.8932,77.16,4.52,119.54,69.65,0.8215,4.8,182.16
S0935,wetland_saturated,0.7255,66.07,0.0,83.99,53.45,0.4607,3.7,74.21
S0936,wetland_saturated,0.6814,49.17,42.48,40.36,57.11,0.4492,3.5,61.59
S0937,wetland_saturated,0.576,78.12,60.06,42.45,60.17,0.4805,3.2,33.53
S0938,wetland_saturated,0.9636,62.21,9.75,126.92,97.33,0.8775,5.0,216.75
S0939,prairie_mesic,0.3515,98.15,62.39,57.77,48.11,0.4737,2.4,51.84
S0940,prairie_mesic,0.097,131.82,130.73,31.08,24.14,0.1288,1.2,6.68
S0941,wetland_saturated,0.6135,82.42,58.28,18.42,36.4,0.3908,2.5,32.03
S0942,wetland_saturated,0.9322,55.98,9.29,125.44,92.85,0.8301,5.0,180.54
S0943,prairie_mesic,0.3917,83.78,71.3,86.57,40.12,0.4751,2.7,61.54
S0944,prairie_mesic,0.4209,70.54,60.68,97.86,64.77,0.5933,3.2,67.06
S0945,prairie_mesic,0.3549,93.29,43.16,93.44,41.11,0.585,3.5,59.0
S0946,prairie_mesic,0.0706,124.94,68.98,4.0,21.02,0.2198,1.0,9.49
S0947,prairie_mesic,0.4091,96.18,48.82,68.8,78.82,0.5298,3.1,60.8
S0948,prairie_mesic,0.3311,75.61,75.74,72.65,78.11,0.4156,2.7,49.55
S0949,prairie_mesic,0.2628,99.34,62.78,35.22,38.45,0.4356,2.1,48.53
S0950,prairie_mesic,0.3015,114.91,80.2,54.6,61.55,0.4469,2.7,53.43
S0951,prairie_mesic,0.3756,90.64,58.52,89.78,50.0,0.4897,3.3,57.84
S0952,wetland_saturated,0.7006,59.25,54.49,46.86,37.32,0.4594,4.4,69.84
S0953,wetland_saturated,0.7953,62.35,10.49,74.08,81.4,0.7055,4.3,93.53
S0954,prairie_mesic,0.3249,112.59,71.11,61.91,73.29,0.4503,3.5,46.81
S0955,prairie_mesic,0.2905,80.33,74.49,73.22,65.38,0.3517,1.9,48.17
S0956,prairie_mesic,0.128,124.45,127.01,21.57,15.5,0.1554,2.1,15.2
S0957,prairie_mesic,0.1079,113.27,78.66,9.83,31.62,0.2023,1.5,8.39
S0958,prairie_mesic,0.2805,88.07,64.12,57.16,32.32,0.4029,2.7,41.83
S0959,prairie_mesic,0.3277,88.46,71.58,82.81,52.67,0.3482,2.4,57.89
S0960,wetland_saturated,0.9554,73.52,25.94,115.18,98.32,0.7948,5.0,179.95
S0961,wetland_saturated,0.6124,94.4,55.21,54.45,46.33,0.4587,3.4,36.81
S0962,prairie_mesic,0.1264,126.04,98.55,36.13,24.42,0.2847,1.0,22.14
S0963,prairie_mesic,0.2852,85.4,73.56,62.16,58.76,0.3787,2.3,52.42
S0964,prairie_mesic,0.2885,117.66,77.14,59.83,57.85,0.3619,1.3,52.02
S0965,wetland_saturated,0.8149,54.43,8.79,79.76,69.49,0.7721,3.4,103.64
S0966,wetland_saturated,0.9112,53.06,7.79,101.85,72.92,0.8017,3.8,158.5
S0967,wetland_saturated,0.7373,38.99,34.67,82.55,63.38,0.629,4.3,89.22
S0968,prairie_mesic,0.1964,126.65,120.01,50.48,39.05,0.4096,3.0,35.08
S0969,wetland_saturated,0.8088,71.15,20.5,111.29,76.34,0.7129,4.1,106.98
S0970,prairie_mesic,0.4233,117.16,56.23,89.16,69.66,0.5014,2.2,69.2
S0971,prairie_mesic,0.3086,74.61,62.43,76.49,53.92,0.4267,2.6,55.16
S0972,prairie_mesic,0.3254,105.42,70.01,74.1,59.8,0.4014,2.8,58.35
S0973,prairie_mesic,0.1715,117.06,95.45,37.23,48.58,0.3261,1.2,22.66
S0974,wetland_saturated,0.8798,68.83,5.84,92.74,92.03,0.862,3.7,158.49
S0975,wetland_saturated,0.5758,57.97,36.59,38.1,42.21,0.4873,2.8,35.26
S0976,prairie_mesic,0.295,106.83,84.58,64.22,44.71,0.4901,1.6,54.03
S0977,wetland_saturated,0.8539,69.77,0.0,96.65,96.19,0.8328,4.4,120.14
S0978,wetland_saturated,0.6659,59.61,28.98,66.4,56.61,0.5378,3.8,60.0
S0979,prairie_mesic,0.0881,127.17,103.09,4.0,53.17,0.2588,1.3,15.62
S0980,prairie_mesic,0.1467,110.53,130.12,10.02,25.83,0.1909,1.0,7.56
S0981,prairie_mesic,0.3218,82.69,53.67,74.02,55.28,0.5189,2.1,49.95
S0982,prairie_mesic,0.3383,83.91,48.67,79.19,56.89,0.4381,2.5,56.47
S0983,prairie_mesic,0.2682,69.83,55.78,88.64,60.84,0.4402,2.8,49.18
S0984,wetland_saturated,0.7629,68.02,41.67,73.92,60.39,0.7752,3.9,84.96
S0985,prairie_mesic,0.3391,102.12,17.2,77.42,59.42,0.3715,3.3,52.15
S0986,wetland_saturated,0.8921,53.47,0.0,101.47,89.77,0.7999,4.5,151.8
S0987,prairie_mesic,0.3369,92.9,99.04,94.53,61.63,0.5614,2.7,58.04
S0988,wetland_saturated,0.9374,56.53,11.72,116.99,99.77,0.8452,4.5,166.78
S0989,wetland_saturated,0.6593,65.82,23.12,89.17,62.47,0.4892,3.5,54.13
S0990,wetland_saturated,0.6555,55.83,39.89,57.87,50.79,0.53,3.4,55.35
S0991,prairie_mesic,0.429,81.0,56.5,112.55,58.44,0.6431,3.8,66.92
S0992,prairie_mesic,0.2902,103.46,80.13,66.56,67.55,0.4575,1.4,53.15
S0993,wetland_saturated,0.8878,59.19,30.56,103.1,74.8,0.8137,4.9,164.11
S0994,wetland_saturated,0.8587,83.62,10.61,115.8,79.14,0.827,3.8,140.89
S0995,prairie_mesic,0.1247,122.89,96.63,24.06,16.49,0.2686,1.4,4.19
S0996,wetland_saturated,0.9014,51.03,15.89,45.38,61.87,0.7957,4.2,155.75
S0997,prairie_mesic,0.2272,111.45,65.83,43.4,52.13,0.3289,2.4,41.1
S0998,wetland_saturated,0.6262,76.73,32.76,71.88,44.86,0.5741,2.3,34.5
S0999,wetland_saturated,0.8688,69.32,0.0,75.2,91.08,0.8216,4.0,149.63
S1000,prairie_mesic,0.1906,117.4,60.42,37.49,65.5,0.3101,2.7,40.06
