Row	Year	Week	N. Hemisphere	Eurasia	N. America	N. America (no Greenland)
1785	1992	4	46.33	29.24	17.09	14.94
1786	1992	3	47.40	29.24	18.15	16.01
1787	1992	2	44.83	28.30	16.52	14.37
1788	1992	1	47.49	31.47	16.02	13.87
1789	1991	52	45.94	29.39	16.55	14.40
1790	1991	51	42.47	26.43	16.04	13.89
1791	1991	50	43.88	28.02	15.86	13.71
1792	1991	49	40.56	24.59	15.98	13.83
1793	1991	48	38.16	22.58	15.58	13.43
1794	1991	47	35.25	20.93	14.32	12.17
1795	1991	46	35.43	20.77	14.66	12.51
1796	1991	45	32.01	17.65	14.36	12.24
1797	1991	44	30.18	14.87	15.32	13.20
1798	1991	43	19.52	8.87	10.64	8.50
1799	1991	42	13.82	6.81	7.01	4.94
1800	1991	41	13.22	6.34	6.89	4.81
1801	1991	40	9.47	3.63	5.84	3.69
1802	1991	39	6.67	1.68	4.99	2.84
1803	1991	38	4.14	0.42	3.72	1.68
1804	1991	37	3.56	0.26	3.30	1.27
1805	1991	36	2.90	0.18	2.72	0.68
1806	1991	35	2.75	0.21	2.54	0.63
1807	1991	34	3.14	0.71	2.43	0.61
1808	1991	33	2.99	0.67	2.32	0.49
1809	1991	32	3.08	0.57	2.51	0.60
1810	1991	31	3.04	0.57	2.48	0.61
1811	1991	30	3.27	0.59	2.68	0.73
1812	1991	29	3.42	0.62	2.80	0.81
1813	1991	28	3.08	0.50	2.57	0.59
1814	1991	27	3.51	0.73	2.77	0.79
1815	1991	26	6.30	1.59	4.71	2.56
1816	1991	25	8.31	2.65	5.66	3.51
1817	1991	24	12.89	5.75	7.14	4.99
1818	1991	23	12.18	5.72	6.46	4.32
1819	1991	22	15.80	8.38	7.42	5.27
1820	1991	21	16.67	8.91	7.76	5.61
1821	1991	20	18.33	9.95	8.38	6.23
1822	1991	19	18.96	10.03	8.93	6.78
1823	1991	18	24.08	12.66	11.43	9.28
1824	1991	17	24.19	12.86	11.34	9.19
1825	1991	16	25.56	13.94	11.62	9.47
1826	1991	15	29.38	16.30	13.09	10.94
1827	1991	14	34.84	21.32	13.52	11.37
1828	1991	13	35.15	21.54	13.60	11.45
1829	1991	12	36.86	22.12	14.74	12.59
1830	1991	11	41.16	25.64	15.52	13.37
1831	1991	10	41.42	25.97	15.45	13.30
1832	1991	9	44.02	28.31	15.70	13.56
1833	1991	8	45.12	29.06	16.06	13.91
1834	1991	7	46.33	29.70	16.64	14.49
1835	1991	6	45.03	29.55	15.47	13.32
1836	1991	5	47.32	30.51	16.81	14.66
1837	1991	4	45.27	27.47	17.80	15.65
1838	1991	3	43.99	27.03	16.96	14.81
1839	1991	2	47.22	29.26	17.95	15.81
1840	1991	1	48.01	29.82	18.19	16.04
1841	1990	52	47.90	29.46	18.44	16.29
1842	1990	51	48.65	29.56	19.09	16.94
1843	1990	50	43.29	26.85	16.44	14.29
1844	1990	49	40.77	26.07	14.70	12.55
1845	1990	48	35.53	20.77	14.77	12.62
1846	1990	47	31.64	18.87	12.77	10.66
1847	1990	46	32.89	21.25	11.63	9.52
1848	1990	45	28.84	16.51	12.33	10.22
1849	1990	44	22.23	12.62	9.61	7.46
1850	1990	43	18.92	10.26	8.66	6.51
1851	1990	42	16.68	8.39	8.29	6.14
1852	1990	41	13.70	7.03	6.67	4.55
1853	1990	40	11.09	4.14	6.95	4.84
1854	1990	39	5.46	1.08	4.38	2.27
1855	1990	38	4.62	1.05	3.58	1.46
1856	1990	37	3.11	0.12	2.99	0.88
1857	1990	36	2.95	0.24	2.71	0.72
1858	1990	35	2.54	0.31	2.23	0.36
1859	1990	34	2.07	0.12	1.95	0.12
1860	1990	33	2.48	0.35	2.13	0.23
1861	1990	32	2.51	0.29	2.22	0.31
1862	1990	31	2.39	0.08	2.30	0.36
1863	1990	30	2.11	0.08	2.03	0.12
1864	1990	29	2.51	0.20	2.31	0.32
1865	1990	28	3.37	0.54	2.84	0.89
1866	1990	27	3.34	0.55	2.79	0.84
1867	1990	26	5.36	1.39	3.98	1.83
1868	1990	25	7.08	2.17	4.90	2.75
1869	1990	24	6.37	1.29	5.08	2.93
1870	1990	23	7.32	2.02	5.30	3.15
1871	1990	22	10.79	4.44	6.35	4.20
1872	1990	21	13.39	6.18	7.21	5.06
1873	1990	20	17.46	8.41	9.05	6.90
1874	1990	19	19.59	9.21	10.38	8.23
1875	1990	18	20.37	10.12	10.25	8.10
1876	1990	17	24.60	12.64	11.96	9.81
1877	1990	16	26.08	14.14	11.95	9.80
1878	1990	15	29.27	16.21	13.06	10.91
1879	1990	14	30.78	17.49	13.30	11.15
1880	1990	13	34.13	19.80	14.33	12.18
1881	1990	12	35.55	20.45	15.10	12.95
1882	1990	11	37.46	22.28	15.18	13.03
1883	1990	10	38.70	23.57	15.13	12.98
1884	1990	9	39.60	24.20	15.40	13.25
1885	1990	8	42.60	26.26	16.33	14.18
1886	1990	7	44.32	26.64	17.68	15.53
1887	1990	6	42.57	26.99	15.59	13.44
1888	1990	5	46.48	28.90	17.57	15.42
1889	1990	4	44.78	27.88	16.90	14.75
1890	1990	3	46.53	29.20	17.33	15.18
1891	1990	2	44.69	28.71	15.98	13.83
1892	1990	1	46.61	29.62	16.99	14.84
1893	1989	52	44.78	27.47	17.31	15.16
1894	1989	51	46.51	28.25	18.26	16.11
1895	1989	50	45.78	27.56	18.22	16.07
1896	1989	49	43.12	26.21	16.92	14.77
1897	1989	48	44.29	27.45	16.84	14.69
1898	1989	47	39.29	23.11	16.19	14.04
1899	1989	46	30.52	17.70	12.82	10.71
1900	1989	45	29.85	17.00	12.84	10.69
1901	1989	44	25.76	15.34	10.42	8.31
1902	1989	43	22.49	13.32	9.17	7.06
1903	1989	42	18.56	9.80	8.75	6.64
1904	1989	41	14.49	7.31	7.18	5.06
1905	1989	40	11.66	6.01	5.65	3.54
1906	1989	39	10.52	5.07	5.45	3.33
1907	1989	38	6.88	2.42	4.47	2.35
1908	1989	37	6.10	1.79	4.32	2.20
1909	1989	36	2.57	0.21	2.36	0.40
1910	1989	35	2.66	0.38	2.28	0.28
1911	1989	34	2.11	0.24	1.87	0.12
1912	1989	33	2.46	0.32	2.15	0.24
1913	1989	32	2.53	0.54	1.99	0.08
1914	1989	31	2.44	0.45	1.99	0.08
1915	1989	30	2.85	0.55	2.30	0.35
1916	1989	29	3.31	1.01	2.30	0.31
1917	1989	28	4.47	1.80	2.67	0.64
1918	1989	27	4.57	1.80	2.76	0.78
1919	1989	26	5.95	2.20	3.75	1.60
1920	1989	25	6.91	3.08	3.82	1.75
1921	1989	24	8.94	3.49	5.45	3.34
1922	1989	23	11.15	4.70	6.45	4.34
1923	1989	22	12.54	5.40	7.13	4.98
1924	1989	21	15.50	7.32	8.18	6.03
1925	1989	20	17.43	9.07	8.36	6.21
1926	1989	19	17.79	9.39	8.40	6.25
1927	1989	18	22.08	11.13	10.95	8.80
1928	1989	17	24.89	12.91	11.98	9.83
1929	1989	16	28.43	15.65	12.78	10.63
1930	1989	15	31.60	17.74	13.85	11.70
1931	1989	14	31.92	17.46	14.46	12.31
1932	1989	13	36.09	21.29	14.81	12.66
1933	1989	12	35.13	19.96	15.18	13.03
1934	1989	11	38.07	22.23	15.84	13.69
1935	1989	10	40.03	24.06	15.97	13.82
1936	1989	9	43.13	25.98	17.15	15.00
1937	1989	8	44.77	27.03	17.74	15.59
1938	1989	7	43.44	26.27	17.17	15.02
1939	1989	6	44.18	26.43	17.75	15.60
1940	1989	5	44.79	27.76	17.04	14.89
1941	1989	4	43.96	27.46	16.50	14.35
1942	1989	3	43.79	27.73	16.06	13.91
1943	1989	2	48.48	31.65	16.83	14.68
1944	1989	1	47.28	30.00	17.28	15.13
1945	1988	53	46.51	29.15	17.36	15.21
1946	1988	52	41.46	25.48	15.98	13.87
1947	1988	51	42.10	26.19	15.90	13.75
1948	1988	50	39.53	24.53	15.00	12.85
1949	1988	49	37.32	22.99	14.33	12.21
1950	1988	48	36.85	21.38	15.47	13.32
1951	1988	47	32.37	18.68	13.69	11.54
1952	1988	46	27.81	16.13	11.68	9.53
1953	1988	45	27.67	15.53	12.14	9.99
1954	1988	44	21.20	10.00	11.19	9.04
1955	1988	43	14.32	6.95	7.37	5.22
1956	1988	42	10.90	4.09	6.82	4.67
1957	1988	41	7.49	2.88	4.61	2.50
1958	1988	40	5.94	1.67	4.27	2.12
1959	1988	39	4.49	1.04	3.45	1.30
1960	1988	38	4.30	1.36	2.94	0.91
1961	1988	37	3.01	0.38	2.63	0.68
1962	1988	36	3.07	0.31	2.76	0.68
1963	1988	35	2.27	0.08	2.19	0.24
1964	1988	34	2.11	0.08	2.03	0.12
1965	1988	33	2.24	0.21	2.03	0.12
1966	1988	32	2.39	0.37	2.02	0.19
1967	1988	31	2.55	0.29	2.26	0.35
1968	1988	30	3.27	0.44	2.83	0.84
1969	1988	29	2.91	0.41	2.50	0.47
1970	1988	28	3.99	1.20	2.80	0.77
1971	1988	27	4.33	1.30	3.03	1.00
1972	1988	26	5.15	1.09	4.07	1.92
1973	1988	25	7.76	2.20	5.56	3.42
1974	1988	24	9.21	3.07	6.14	3.99
1975	1988	23	12.29	5.03	7.26	5.11
1976	1988	22	15.50	8.23	7.27	5.12
1977	1988	21	17.52	9.13	8.39	6.24
1978	1988	20	20.50	10.90	9.60	7.45
1979	1988	19	21.46	10.76	10.70	8.55
1980	1988	18	23.00	12.21	10.79	8.64
1981	1988	17	26.00	13.83	12.17	10.02
1982	1988	16	27.79	15.43	12.36	10.21
1983	1988	15	33.64	20.13	13.52	11.37
1984	1988	14	36.06	22.65	13.41	11.26
1985	1988	13	37.91	24.10	13.81	11.66
1986	1988	12	40.58	25.59	14.99	12.84
1987	1988	11	40.70	25.33	15.36	13.22
1988	1988	10	41.91	27.07	14.83	12.69
1989	1988	9	42.69	27.33	15.36	13.21
1990	1988	8	44.06	27.15	16.90	14.75
1991	1988	7	46.67	29.07	17.60	15.45
1992	1988	6	47.93	29.55	18.38	16.23
1993	1988	5	47.54	30.11	17.43	15.28
1994	1988	4	47.67	29.87	17.81	15.66
1995	1988	3	46.59	28.30	18.29	16.14
1996	1988	2	49.35	29.55	19.80	17.65
1997	1988	1	44.62	27.34	17.28	15.13
1998	1987	52	44.42	26.97	17.45	15.30
1999	1987	51	44.36	27.46	16.90	14.75
2000	1987	50	40.96	25.07	15.89	13.74
2001	1987	49	39.38	25.44	13.94	11.79
2002	1987	48	37.26	23.72	13.54	11.39
2003	1987	47	36.86	23.26	13.60	11.49
2004	1987	46	30.76	20.16	10.59	8.44
2005	1987	45	26.36	17.08	9.28	7.13
2006	1987	44	22.88	14.24	8.64	6.49
2007	1987	43	14.06	7.48	6.58	4.47
2008	1987	42	11.42	5.40	6.02	3.91
2009	1987	41	10.08	4.09	5.99	3.84
2010	1987	40	10.12	5.19	4.93	2.78
2011	1987	39	7.15	3.47	3.68	1.53
2012	1987	38	4.69	1.29	3.41	1.26
2013	1987	37	4.44	0.98	3.46	1.35
2014	1987	36	3.00	0.29	2.72	0.68
2015	1987	35	2.76	0.22	2.54	0.63
2016	1987	34	2.58	0.39	2.19	0.24
2017	1987	33	2.50	0.35	2.15	0.20
2018	1987	32	2.89	0.34	2.54	0.56
2019	1987	31	3.24	0.52	2.72	0.69
2020	1987	30	3.77	0.77	3.00	0.97
2021	1987	29	4.28	0.66	3.62	1.59
2022	1987	28	6.91	2.34	4.57	2.54
2023	1987	27	7.15	2.84	4.32	2.29
2024	1987	26	10.15	4.23	5.92	3.77
2025	1987	25	11.60	5.19	6.41	4.26
2026	1987	24	12.52	5.84	6.68	4.53
2027	1987	23	14.56	7.74	6.82	4.67
2028	1987	22	15.72	8.25	7.47	5.32
2029	1987	21	17.51	9.12	8.38	6.23
2030	1987	20	18.38	9.92	8.46	6.31
2031	1987	19	20.27	11.23	9.04	6.89
2032	1987	18	22.04	12.17	9.87	7.72
2033	1987	17	29.43	18.26	11.17	9.03
2034	1987	16	29.61	18.43	11.17	9.03
2035	1987	15	32.75	20.34	12.42	10.27
2036	1987	14	37.09	23.14	13.95	11.80
2037	1987	13	42.52	26.71	15.82	13.67
2038	1987	12	43.41	27.38	16.03	13.88
2039	1987	11	45.22	28.74	16.48	14.33
2040	1987	10	43.18	27.78	15.39	13.24
2041	1987	9	47.35	29.62	17.73	15.58
2042	1987	8	45.05	28.88	16.17	14.02
2043	1987	7	46.48	30.12	16.36	14.21
2044	1987	6	44.43	28.57	15.85	13.70
2045	1987	5	46.14	29.19	16.95	14.80
2046	1987	4	49.55	31.16	18.40	16.25
2047	1987	3	48.67	30.29	18.38	16.23
2048	1987	2	47.75	30.98	16.77	14.62
2049	1987	1	45.64	29.58	16.06	13.91
2050	1986	52	44.62	29.24	15.38	13.23
2051	1986	51	41.35	25.71	15.64	13.49
2052	1986	50	40.06	23.97	16.10	13.95
2053	1986	49	40.97	24.83	16.14	14.02
2054	1986	48	38.64	24.08	14.56	12.45
2055	1986	47	37.67	22.00	15.66	13.55
2056	1986	46	32.73	18.23	14.50	12.35
2057	1986	45	31.48	16.98	14.50	12.35
2058	1986	44	24.20	13.38	10.82	8.68
2059	1986	43	18.32	9.45	8.87	6.76
2060	1986	42	18.27	9.41	8.86	6.71
2061	1986	41	16.43	7.30	9.13	6.98
2062	1986	40	12.05	5.49	6.55	4.40
2063	1986	39	9.85	4.44	5.42	3.27
2064	1986	38	5.89	1.93	3.96	1.81
2065	1986	37	5.66	1.43	4.23	2.08
2066	1986	36	4.34	0.69	3.65	1.50
2067	1986	35	3.12	0.30	2.82	0.83
2068	1986	34	2.67	0.26	2.41	0.46
2069	1986	33	2.58	0.25	2.33	0.43
2070	1986	32	3.40	0.41	2.99	1.00
2071	1986	31	3.45	0.31	3.14	1.16
2072	1986	30	3.54	0.44	3.10	1.07
2073	1986	29	3.86	0.76	3.10	1.08
2074	1986	28	4.66	1.18	3.48	1.45
2075	1986	27	5.37	1.29	4.08	2.06
2076	1986	26	8.35	2.59	5.76	3.61
2077	1986	25	8.89	2.74	6.16	4.01
2078	1986	24	10.78	3.99	6.79	4.64
2079	1986	23	14.79	6.32	8.47	6.32
2080	1986	22	15.61	6.96	8.66	6.51
2081	1986	21	18.60	9.96	8.64	6.49
2082	1986	20	20.14	10.48	9.66	7.51
2083	1986	19	23.57	12.69	10.88	8.73
2084	1986	18	24.16	12.92	11.24	9.09
2085	1986	17	26.83	14.93	11.90	9.75
2086	1986	16	29.64	16.64	13.00	10.85
2087	1986	15	31.87	18.14	13.74	11.59
2088	1986	14	34.99	20.95	14.03	11.88
2089	1986	13	36.63	22.72	13.92	11.77
2090	1986	12	37.42	23.01	14.41	12.26
2091	1986	11	41.33	25.53	15.80	13.65
2092	1986	10	42.05	26.11	15.94	13.79
2093	1986	9	45.24	28.76	16.48	14.33
2094	1986	8	48.43	30.79	17.64	15.49
2095	1986	7	49.66	31.00	18.65	16.51
2096	1986	6	47.74	29.25	18.49	16.34
2097	1986	5	46.65	29.39	17.26	15.11
2098	1986	4	47.11	30.11	17.00	14.85
2099	1986	3	45.56	28.33	17.23	15.08
2100	1986	2	46.37	29.18	17.19	15.04
2101	1986	1	46.31	28.95	17.36	15.21
2102	1985	52	44.99	27.26	17.73	15.58
2103	1985	51	44.89	26.51	18.37	16.22
2104	1985	50	46.38	27.69	18.68	16.53
2105	1985	49	48.47	31.01	17.46	15.31
2106	1985	48	47.12	29.21	17.91	15.76
2107	1985	47	42.13	25.18	16.95	14.80
2108	1985	46	39.11	23.71	15.41	13.26
2109	1985	45	32.33	19.55	12.79	10.64
2110	1985	44	26.52	16.40	10.13	7.98
2111	1985	43	21.52	12.19	9.33	7.18
2112	1985	42	21.20	13.31	7.89	5.74
2113	1985	41	15.98	7.23	8.75	6.60
2114	1985	40	7.22	2.23	4.99	2.88
2115	1985	39	6.58	1.88	4.70	2.59
2116	1985	38	4.61	0.67	3.94	1.83
2117	1985	37	3.96	0.68	3.28	1.17
2118	1985	36	3.48	0.32	3.16	1.01
2119	1985	35	3.04	0.42	2.63	0.68
2120	1985	34	2.66	0.19	2.47	0.53
2121	1985	33	2.84	0.24	2.60	0.61
2122	1985	32	2.85	0.37	2.48	0.50
2123	1985	31	3.81	0.82	2.99	1.27
2124	1985	30	3.57	0.58	2.99	1.00
2125	1985	29	4.13	0.58	3.54	1.56
2126	1985	28	5.91	1.52	4.39	2.40
2127	1985	27	6.03	1.70	4.33	2.30
2128	1985	26	8.10	2.59	5.52	3.37
2129	1985	25	11.38	3.79	7.59	5.44
2130	1985	24	14.20	6.23	7.97	5.82
2131	1985	23	16.45	7.66	8.80	6.65
2132	1985	22	19.81	9.44	10.36	8.21
2133	1985	21	21.62	10.63	10.99	8.84
2134	1985	20	21.41	10.96	10.45	8.30
2135	1985	19	23.42	11.60	11.81	9.66
2136	1985	18	25.58	13.42	12.15	10.01
2137	1985	17	29.14	15.96	13.18	11.03
2138	1985	16	31.10	17.48	13.62	11.47
2139	1985	15	32.79	19.15	13.65	11.50
2140	1985	14	37.59	22.27	15.32	13.17
2141	1985	13	40.66	24.05	16.61	14.46
2142	1985	12	41.64	26.11	15.53	13.38
2143	1985	11	45.61	29.28	16.33	14.18
2144	1985	10	47.38	30.43	16.95	14.80
2145	1985	9	46.60	30.20	16.40	14.25
2146	1985	8	48.99	31.56	17.43	15.28
2147	1985	7	48.43	30.22	18.22	16.07
2148	1985	6	48.94	29.56	19.38	17.23
2149	1985	5	48.60	29.09	19.52	17.37
2150	1985	4	49.78	31.04	18.74	16.59
2151	1985	3	50.81	31.71	19.09	16.94
2152	1985	2	51.57	32.44	19.13	16.98
2153	1985	1	49.24	31.24	18.00	15.85
2154	1984	52	46.56	30.05	16.51	14.36
2155	1984	51	45.55	28.02	17.53	15.38
2156	1984	50	41.15	24.23	16.92	14.77
2157	1984	49	38.33	21.92	16.41	14.26
2158	1984	48	36.90	21.59	15.31	13.16
2159	1984	47	33.63	20.84	12.79	10.64
2160	1984	46	35.37	21.76	13.60	11.46
2161	1984	45	31.94	18.95	12.98	10.84
2162	1984	44	29.65	16.54	13.11	10.96
2163	1984	43	23.09	12.33	10.75	8.64
2164	1984	42	18.70	10.65	8.05	5.90
2165	1984	41	16.66	9.88	6.78	4.63
2166	1984	40	9.58	4.22	5.36	3.21
2167	1984	39	5.57	1.28	4.29	2.14
2168	1984	38	4.23	0.54	3.69	1.54
2169	1984	37	3.69	0.42	3.27	1.12
2170	1984	36	2.96	0.12	2.84	0.69
2171	1984	35	2.69	0.32	2.37	0.38
2172	1984	34	2.70	0.48	2.22	0.23
2173	1984	33	2.36	0.29	2.07	0.08
2174	1984	32	2.38	0.36	2.02	0.16
2175	1984	31	2.54	0.36	2.18	0.20
2176	1984	30	2.62	0.59	2.03	0.04
2177	1984	29	3.15	0.60	2.55	0.64
2178	1984	28	3.27	0.68	2.59	0.57
2179	1984	27	4.26	1.14	3.12	1.09
2180	1984	26	4.78	1.11	3.68	1.53
2181	1984	25	7.36	2.63	4.73	2.58
2182	1984	24	7.74	3.06	4.68	2.53
2183	1984	23	10.77	4.47	6.29	4.14
2184	1984	22	12.21	5.14	7.07	4.92
2185	1984	21	15.41	7.25	8.16	6.02
2186	1984	20	16.20	7.81	8.39	6.24
2187	1984	19	20.83	11.29	9.54	7.39
2188	1984	18	24.29	13.72	10.56	8.41
2189	1984	17	25.97	14.61	11.37	9.22
2190	1984	16	29.16	16.82	12.34	10.19
2191	1984	15	31.16	19.38	11.78	9.63
2192	1984	14	34.46	20.80	13.66	11.51
2193	1984	13	36.60	21.94	14.66	12.51
2194	1984	12	39.69	23.96	15.73	13.58
2195	1984	11	41.47	24.67	16.80	14.65
2196	1984	10	43.49	26.04	17.45	15.30
2197	1984	9	43.83	26.77	17.06	14.91
2198	1984	8	45.11	28.38	16.73	14.58
2199	1984	7	45.11	28.45	16.66	14.51
2200	1984	6	45.24	28.63	16.61	14.46
2201	1984	5	45.45	28.29	17.16	15.02
2202	1984	4	45.84	28.36	17.48	15.33
2203	1984	3	47.55	28.15	19.40	17.25
2204	1984	2	48.08	29.12	18.96	16.82
2205	1984	1	44.87	26.98	17.88	15.73
2206	1983	52	46.00	27.25	18.75	16.60
2207	1983	51	47.27	28.77	18.50	16.35
2208	1983	50	44.36	26.62	17.74	15.59
2209	1983	49	42.24	24.65	17.58	15.43
2210	1983	48	41.91	24.21	17.70	15.55
2211	1983	47	40.47	23.55	16.92	14.77
2212	1983	46	34.10	21.05	13.05	10.90
2213	1983	45	30.87	17.91	12.96	10.81
2214	1983	44	22.37	12.63	9.74	7.59
2215	1983	43	20.14	11.04	9.10	6.95
2216	1983	42	19.24	10.76	8.48	6.33
2217	1983	41	18.10	10.06	8.04	5.89
2218	1983	40	14.15	6.65	7.50	5.35
2219	1983	39	10.23	4.10	6.13	3.99
2220	1983	38	5.73	1.90	3.83	1.68
2221	1983	37	5.10	1.81	3.29	1.14
2222	1983	36	3.16	0.43	2.73	0.58
2223	1983	35	2.98	0.56	2.42	0.27
2224	1983	34	3.10	0.70	2.39	0.41
2225	1983	33	2.97	0.83	2.14	0.20
2226	1983	32	3.25	1.01	2.24	0.30
2227	1983	31	3.31	0.94	2.36	0.38
2228	1983	30	3.14	0.77	2.37	0.35
2229	1983	29	3.48	1.21	2.27	0.24
2230	1983	28	4.39	1.28	3.10	1.08
2231	1983	27	4.59	1.26	3.33	1.31
2232	1983	26	6.56	2.00	4.56	2.53
2233	1983	25	7.80	2.59	5.21	3.06
2234	1983	24	9.70	3.44	6.26	4.11
2235	1983	23	11.69	4.84	6.85	4.70
2236	1983	22	14.43	6.99	7.44	5.29
2237	1983	21	16.36	8.02	8.34	6.19
2238	1983	20	19.28	9.69	9.58	7.43
2239	1983	19	23.43	12.53	10.90	8.75
2240	1983	18	24.17	13.08	11.10	8.95
2241	1983	17	26.41	14.29	12.12	9.97
2242	1983	16	28.90	15.74	13.16	11.01
2243	1983	15	30.34	16.14	14.21	12.06
2244	1983	14	31.77	17.88	13.89	11.74
2245	1983	13	33.68	18.87	14.81	12.66
2246	1983	12	39.36	21.86	17.50	15.35
2247	1983	11	40.72	24.10	16.62	14.47
2248	1983	10	41.05	25.79	15.26	13.11
2249	1983	9	43.37	28.57	14.80	12.65
2250	1983	8	45.51	29.78	15.74	13.59
2251	1983	7	46.19	29.57	16.62	14.47
2252	1983	6	46.44	29.18	17.26	15.11
2253	1983	5	49.09	31.02	18.07	15.92
2254	1983	4	46.28	29.18	17.10	14.95
2255	1983	3	47.81	29.69	18.12	15.97
2256	1983	2	46.37	29.21	17.15	15.00
2257	1983	1	46.00	29.26	16.74	14.59
2258	1982	53	45.55	28.10	17.45	15.30
2259	1982	52	43.85	27.39	16.47	14.32
2260	1982	51	43.26	27.31	15.95	13.80
2261	1982	50	43.37	26.05	17.32	15.17
2262	1982	49	39.47	24.69	14.78	12.63
2263	1982	48	38.95	23.18	15.77	13.62
2264	1982	47	35.42	20.91	14.51	12.37
2265	1982	46	35.44	20.86	14.59	12.44
2266	1982	45	25.78	15.38	10.40	8.25
2267	1982	44	22.66	13.81	8.85	6.70
2268	1982	43	20.81	12.47	8.34	6.19
2269	1982	42	17.03	9.82	7.21	5.06
2270	1982	41	14.49	8.25	6.24	4.09
2271	1982	40	9.35	3.39	5.96	3.81
2272	1982	39	7.80	2.37	5.43	3.28
2273	1982	38	4.80	1.04	3.75	1.73
2274	1982	37	3.39	0.61	2.78	0.76
2275	1982	36	3.65	0.95	2.70	0.68
2276	1982	35	3.31	0.92	2.39	0.40
2277	1982	34	2.76	0.58	2.18	0.19
2278	1982	33	2.99	0.60	2.39	0.40
2279	1982	32	3.02	0.60	2.41	0.43
2280	1982	31	3.15	0.56	2.59	0.61
2281	1982	30	3.23	0.67	2.56	0.57
2282	1982	29	3.17	0.71	2.46	0.43
2283	1982	28	3.28	0.71	2.57	0.55
2284	1982	27	3.71	0.84	2.87	0.84
2285	1982	26	6.06	1.56	4.50	2.35
2286	1982	25	7.99	2.78	5.21	3.06
2287	1982	24	11.29	4.61	6.69	4.54
2288	1982	23	12.52	5.23	7.29	5.14
2289	1982	22	15.98	6.89	9.09	6.94
2290	1982	21	17.05	8.39	8.65	6.50
2291	1982	20	19.59	9.43	10.16	8.01
2292	1982	19	20.68	10.32	10.37	8.22
2293	1982	18	24.36	12.01	12.36	10.21
2294	1982	17	28.31	14.72	13.59	11.44
2295	1982	16	32.13	17.58	14.56	12.41
2296	1982	15	34.79	18.23	16.56	14.42
2297	1982	14	37.72	21.31	16.41	14.26
2298	1982	13	39.68	23.72	15.96	13.81
2299	1982	12	40.36	24.02	16.34	14.19
2300	1982	11	40.17	24.39	15.79	13.64
2301	1982	10	42.76	25.82	16.95	14.80
2302	1982	9	44.89	27.96	16.93	14.78
2303	1982	8	45.37	28.21	17.17	15.02
2304	1982	7	46.98	28.08	18.90	16.75
2305	1982	6	47.29	28.47	18.82	16.67
2306	1982	5	48.29	29.94	18.35	16.20
2307	1982	4	48.83	30.31	18.52	16.37
2308	1982	3	49.28	30.39	18.89	16.74
2309	1982	2	47.69	29.22	18.47	16.32
2310	1982	1	46.33	27.77	18.55	16.40
2311	1981	52	44.57	27.30	17.27	15.12
2312	1981	51	44.53	27.39	17.15	15.00
2313	1981	50	43.13	27.33	15.80	13.65
2314	1981	49	41.62	26.08	15.54	13.39
2315	1981	48	38.79	23.67	15.12	12.97
2316	1981	47	36.49	22.68	13.82	11.67
2317	1981	46	33.11	22.04	11.07	8.92
2318	1981	45	29.19	18.20	10.99	8.84
2319	1981	44	22.36	12.32	10.04	7.89
2320	1981	43	24.65	11.54	13.10	10.95
2321	1981	42	15.48	8.23	7.25	5.10
2322	1981	41	13.20	7.49	5.71	3.68
2323	1981	40	6.67	2.63	4.04	2.01
2324	1981	39	5.51	1.83	3.67	1.64
2325	1981	38	4.05	0.82	3.23	1.19
2326	1981	37	3.82	0.79	3.03	0.99
2327	1981	36	4.16	0.90	3.26	1.23
2328	1981	35	4.68	0.89	3.78	1.80
2329	1981	34	4.44	0.86	3.58	1.60
2330	1981	33	4.56	0.86	3.70	1.72
2331	1981	32	4.51	0.86	3.65	1.66
2332	1981	31	4.68	0.72	3.96	1.93
2333	1981	30	4.61	0.69	3.92	1.89
2334	1981	29	4.26	0.83	3.43	1.40
2335	1981	28	5.98	2.41	3.57	1.55
2336	1981	27	9.53	4.48	5.06	3.03
2337	1981	26	10.24	4.37	5.87	3.72
2338	1981	25	11.86	5.16	6.70	4.55
2339	1981	24	14.44	7.21	7.23	5.08
2340	1981	23	17.13	9.25	7.88	5.73
2341	1981	22	17.30	9.35	7.95	5.80
2342	1981	21	20.33	10.87	9.45	7.31
2343	1981	20	23.65	12.95	10.70	8.55
2344	1981	19	25.16	13.83	11.33	9.18
2345	1981	18	27.24	16.03	11.20	9.06
2346	1981	17	30.64	17.92	12.72	10.57
2347	1981	16	33.06	19.93	13.13	10.98
2348	1981	15	34.89	21.98	12.91	10.76
2349	1981	14	39.49	25.66	13.84	11.69
2350	1981	13	40.93	27.20	13.73	11.58
2351	1981	12	40.88	26.64	14.24	12.09
2352	1981	11	44.38	29.15	15.23	13.08
2353	1981	10	44.83	29.07	15.76	13.61
2354	1981	9	42.81	28.18	14.64	12.49
2355	1981	8	42.24	27.58	14.66	12.51
2356	1981	7	44.33	27.85	16.47	14.33
2357	1981	6	44.79	27.92	16.87	14.72
2358	1981	5	45.29	27.14	18.14	15.99
2359	1981	4	41.47	25.94	15.53	13.38
2360	1981	3	42.51	26.06	16.44	14.29
2361	1981	2	40.79	25.15	15.64	13.49
2362	1981	1	39.79	24.95	14.83	12.68
2363	1980	52	39.50	24.88	14.62	12.47
2364	1980	51	37.47	22.67	14.80	12.65
2365	1980	50	35.70	21.94	13.76	11.61
